class, exp, lyamda, value
3,425,627.76,578.8
3,425,627.82,670
3,425,627.88,721.8
3,425,627.93,626.4
3,425,627.99,703.6
3,425,628.05,704
3,425,628.11,711.4
3,425,628.17,628
3,425,628.23,616.8
3,425,628.29,625.2
3,425,628.35,684.6
3,425,628.41,711.8
3,425,628.47,768
3,425,628.52,719.2
3,425,628.58,609
3,425,628.64,571.2
3,425,628.7,656
3,425,628.76,533.6
3,425,628.82,663
3,425,628.88,691.6
3,425,628.94,598.2
3,425,629,676.6
3,425,629.05,592.2
3,425,629.11,593.4
3,425,629.17,574
3,425,629.23,518.8
3,425,629.29,636.4
3,425,629.35,618.2
3,425,629.41,555.8
3,425,629.47,722.8
3,425,629.52,614
3,425,629.58,556.6
3,425,629.64,635
3,425,629.7,657.4
3,425,629.76,541.2
3,425,629.82,644.2
3,425,629.88,678
3,425,629.93,680
3,425,629.99,690.8
3,425,630.05,595
3,425,630.11,620.6
3,425,630.17,636.4
3,425,630.23,602.6
3,425,630.29,538
3,425,630.34,619.4
3,425,630.4,544
3,425,630.46,661
3,425,630.52,674.6
3,425,630.58,655
3,425,630.64,581.4
3,425,630.7,612.6
3,425,630.75,620.8
3,425,630.81,742.2
3,425,630.87,633.2
3,425,630.93,651.4
3,425,630.99,628.6
3,425,631.05,575
3,425,631.1,634
3,425,631.16,533.8
3,425,631.22,582.8
3,425,631.28,611.4
3,425,631.34,636.6
3,425,631.39,495.4
3,425,631.45,609.2
3,425,631.51,573.2
3,425,631.57,663.8
3,425,631.63,502.2
3,425,631.69,645.4
3,425,631.74,571.8
3,425,631.8,572.8
3,425,631.86,623.4
3,425,631.92,683.2
3,425,631.98,547.6
3,425,632.03,626.2
3,425,632.09,642
3,425,632.15,683
3,425,632.21,644.6
3,425,632.27,596.8
3,425,632.32,613.4
3,425,632.38,560.6
3,425,632.44,579.6
3,425,632.5,650.2
3,425,632.56,603.8
3,425,632.61,685.2
3,425,632.67,545.4
3,425,632.73,616.6
3,425,632.79,569.4
3,425,632.84,669.2
3,425,632.9,667.4
3,425,632.96,615.8
3,425,633.02,646
3,425,633.08,656.6
3,425,633.13,680.4
3,425,633.19,705
3,425,633.25,769.2
3,425,633.31,654
3,425,633.36,574.8
3,425,633.42,613.8
3,425,633.48,616.4
3,425,633.54,598
3,425,633.6,606
3,425,633.65,708.4
3,425,633.71,656
3,425,633.77,600.8
3,425,633.83,629.2
3,425,633.88,728.4
3,425,633.94,630.8
3,425,634,713.2
3,425,634.06,635
3,425,634.11,731.4
3,425,634.17,692
3,425,634.23,601.6
3,425,634.29,650.8
3,425,634.34,546.4
3,425,634.4,692.2
3,425,634.46,658.6
3,425,634.51,709
3,425,634.57,718
3,425,634.63,723.8
3,425,634.69,743.4
3,425,634.74,677.6
3,425,634.8,618
3,425,634.86,605
3,425,634.92,659.6
3,425,634.97,598.8
3,425,635.03,613.6
3,425,635.09,552
3,425,635.14,710
3,425,635.2,702.4
3,425,635.26,673.6
3,425,635.32,622.2
3,425,635.37,635
3,425,635.43,615.6
3,425,635.49,637
3,425,635.54,699.4
3,425,635.6,734
3,425,635.66,775.4
3,425,635.72,675
3,425,635.77,743.8
3,425,635.83,620.2
3,425,635.89,656.4
3,425,635.94,691.6
3,425,636,716.8
3,425,636.06,613.8
3,425,636.11,676.4
3,425,636.17,691.2
3,425,636.23,748
3,425,636.29,653.8
3,425,636.34,596
3,425,636.4,616.4
3,425,636.46,555.2
3,425,636.51,702.4
3,425,636.57,551.4
3,425,636.63,661.4
3,425,636.68,645.2
3,425,636.74,671.2
3,425,636.8,617.2
3,425,636.85,616.8
3,425,636.91,684
3,425,636.97,672.8
3,425,637.02,691
3,425,637.08,852.8
3,425,637.14,803.8
3,425,637.19,749
3,425,637.25,656.6
3,425,637.31,767.8
3,425,637.36,702.4
3,425,637.42,640.8
3,425,637.48,723.4
3,425,637.53,792.6
3,425,637.59,717.2
3,425,637.65,629.6
3,425,637.7,703
3,425,637.76,594.8
3,425,637.82,773
3,425,637.87,719.4
3,425,637.93,871.2
3,425,637.98,769.8
3,425,638.04,651.8
3,425,638.1,668.8
3,425,638.15,653.2
3,425,638.21,732
3,425,638.27,768.6
3,425,638.32,731.6
3,425,638.38,777.4
3,425,638.44,668.8
3,425,638.49,751
3,425,638.55,726.8
3,425,638.6,728.2
3,425,638.66,715
3,425,638.72,727.2
3,425,638.77,679
3,425,638.83,696.8
3,425,638.89,618.2
3,425,638.94,766.4
3,425,639,672.8
3,425,639.05,815
3,425,639.11,757.6
3,425,639.17,678.4
3,425,639.22,822.4
3,425,639.28,869.6
3,425,639.33,745.2
3,425,639.39,755.8
3,425,639.45,730.6
3,425,639.5,888.2
3,425,639.56,706
3,425,639.61,788.6
3,425,639.67,772.6
3,425,639.73,717.8
3,425,639.78,832.2
3,425,639.84,772.6
3,425,639.89,751.6
3,425,639.95,702.8
3,425,640.01,799.6
3,425,640.06,678.6
3,425,640.12,752.6
3,425,640.17,747
3,425,640.23,861.6
3,425,640.28,870.8
3,425,640.34,751.6
3,425,640.4,720.8
3,425,640.45,657.4
3,425,640.51,776
3,425,640.56,658.8
3,425,640.62,705.8
3,425,640.67,839.8
3,425,640.73,789.8
3,425,640.79,810.2
3,425,640.84,749.6
3,425,640.9,906
3,425,640.95,739.4
3,425,641.01,767.6
3,425,641.06,837.2
3,425,641.12,774.6
3,425,641.17,881.8
3,425,641.23,747
3,425,641.29,728.2
3,425,641.34,787
3,425,641.4,702.6
3,425,641.45,799.4
3,425,641.51,775.8
3,425,641.56,718.2
3,425,641.62,765.6
3,425,641.67,819.8
3,425,641.73,799.6
3,425,641.78,826.8
3,425,641.84,786.8
3,425,641.89,738.2
3,425,641.95,777
3,425,642.01,842
3,425,642.06,744.2
3,425,642.12,894.6
3,425,642.17,756
3,425,642.23,806
3,425,642.28,892.4
3,425,642.34,909.2
3,425,642.39,769
3,425,642.45,798.2
3,425,642.5,761.6
3,425,642.56,800
3,425,642.61,818.8
3,425,642.67,736.4
3,425,642.72,787.6
3,425,642.78,864.8
3,425,642.83,776.2
3,425,642.89,890.4
3,425,642.94,915.8
3,425,643,884
3,425,643.05,921
3,425,643.11,811.4
3,425,643.16,899.8
3,425,643.22,789.6
3,425,643.27,928.4
3,425,643.33,835.2
3,425,643.38,990
3,425,643.44,919.8
3,425,643.49,935.4
3,425,643.55,881.6
3,425,643.6,799.8
3,425,643.66,928.6
3,425,643.71,1057.6
3,425,643.77,933.4
3,425,643.82,1200.6
3,425,643.88,1261.2
3,425,643.93,1285.6
3,425,643.98,981.6
3,425,644.04,1001.8
3,425,644.09,1034.4
3,425,644.15,903
3,425,644.2,995
3,425,644.26,895.8
3,425,644.31,900
3,425,644.37,1065.8
3,425,644.42,1008.2
3,425,644.48,916.6
3,425,644.53,953.8
3,425,644.59,980
3,425,644.64,861.4
3,425,644.69,1052.2
3,425,644.75,905.6
3,425,644.8,1113.2
3,425,644.86,1059.6
3,425,644.91,1063.6
3,425,644.97,1050.8
3,425,645.02,1227.6
3,425,645.08,1032.8
3,425,645.13,1133
3,425,645.18,977.8
3,425,645.24,1054.6
3,425,645.29,1158
3,425,645.35,1099.8
3,425,645.4,1104.4
3,425,645.46,1204.6
3,425,645.51,1217.4
3,425,645.56,1205.2
3,425,645.62,1254.8
3,425,645.67,1147.4
3,425,645.73,1246.4
3,425,645.78,1222.6
3,425,645.84,1320.4
3,425,645.89,1382.8
3,425,645.94,1306.8
3,425,646,1393
3,425,646.05,1288.6
3,425,646.11,1294.8
3,425,646.16,1558.4
3,425,646.21,1538
3,425,646.27,1670.8
3,425,646.32,1560.6
3,425,646.38,1306.2
3,425,646.43,1434.2
3,425,646.48,1306.2
3,425,646.54,1285.2
3,425,646.59,1469
3,425,646.65,1430.2
3,425,646.7,1440.8
3,425,646.75,1429.6
3,425,646.81,1318.2
3,425,646.86,1386.4
3,425,646.92,1371.2
3,425,646.97,1173.8
3,425,647.02,1390.2
3,425,647.08,1388
3,425,647.13,1356.2
3,425,647.18,1433.4
3,425,647.24,1415.4
3,425,647.29,1389.6
3,425,647.35,1384.6
3,425,647.4,1303.8
3,425,647.45,1373.6
3,425,647.51,1485.4
3,425,647.56,1454.2
3,425,647.61,1545.4
3,425,647.67,1522.8
3,425,647.72,1497.4
3,425,647.77,1516
3,425,647.83,1560.4
3,425,647.88,1630
3,425,647.94,1695.8
3,425,647.99,1651.2
3,425,648.04,1744
3,425,648.1,1923.6
3,425,648.15,2050.8
3,425,648.2,2007
3,425,648.26,2178.8
3,425,648.31,2066.4
3,425,648.36,1856
3,425,648.42,1858.2
3,425,648.47,1834.6
3,425,648.52,1800.4
3,425,648.58,2003.2
3,425,648.63,1879.2
3,425,648.68,1951.6
3,425,648.74,1793.2
3,425,648.79,1852.6
3,425,648.84,1827.8
3,425,648.9,1716.4
3,425,648.95,1843.4
3,425,649,1944.8
3,425,649.06,1930.6
3,425,649.11,1915
3,425,649.16,1969.2
3,425,649.22,1902.4
3,425,649.27,1937
3,425,649.32,1914.4
3,425,649.37,2086.6
3,425,649.43,1981.6
3,425,649.48,1903.6
3,425,649.53,1938.2
3,425,649.59,1998.6
3,425,649.64,2110.6
3,425,649.69,2084.4
3,425,649.75,2040.2
3,425,649.8,1857.4
3,425,649.85,2025.2
3,425,649.9,2122
3,425,649.96,1952.6
3,425,650.01,2133.8
3,425,650.06,2150.8
3,425,650.12,2152.8
3,425,650.17,2022.2
3,425,650.22,2228.2
3,425,650.28,2217.6
3,425,650.33,2256.8
3,425,650.38,2081
3,425,650.43,2334
3,425,650.49,2476.8
3,425,650.54,2282.2
3,425,650.59,2141.4
3,425,650.64,2460.8
3,425,650.7,2182.4
3,425,650.75,2531.8
3,425,650.8,2418.2
3,425,650.86,2313.4
3,425,650.91,2385.2
3,425,650.96,2322.4
3,425,651.01,2523.2
3,425,651.07,2611.4
3,425,651.12,2681.6
3,425,651.17,2451.8
3,425,651.22,2878
3,425,651.28,2779
3,425,651.33,2668.8
3,425,651.38,2668.6
3,425,651.43,2753.2
3,425,651.49,2767.4
3,425,651.54,2726.8
3,425,651.59,2768.8
3,425,651.64,2644.4
3,425,651.7,3003.2
3,425,651.75,3072.6
3,425,651.8,2910.8
3,425,651.85,3070.6
3,425,651.9,3115.2
3,425,651.96,3184.6
3,425,652.01,3431.4
3,425,652.06,3205.8
3,425,652.11,3347
3,425,652.17,3518.6
3,425,652.22,3456.6
3,425,652.27,3427.6
3,425,652.32,3681.8
3,425,652.37,3961.8
3,425,652.43,3710.6
3,425,652.48,4051.4
3,425,652.53,3982.2
3,425,652.58,4222.6
3,425,652.64,4070.6
3,425,652.69,4186.6
3,425,652.74,4636.8
3,425,652.79,4552.6
3,425,652.84,4508
3,425,652.9,4593
3,425,652.95,4962.8
3,425,653,4715.8
3,425,653.05,4899
3,425,653.1,4911
3,425,653.16,5136.4
3,425,653.21,5187.8
3,425,653.26,5482
3,425,653.31,5199.2
3,425,653.36,5672.4
3,425,653.42,5845.4
3,425,653.47,6165.2
3,425,653.52,5916
3,425,653.57,6357
3,425,653.62,6399.2
3,425,653.67,6952.8
3,425,653.73,6674.8
3,425,653.78,7000
3,425,653.83,7358.8
3,425,653.88,7611.8
3,425,653.93,7862
3,425,653.98,7792.6
3,425,654.04,8580.6
3,425,654.09,8275
3,425,654.14,8378.2
3,425,654.19,8806
3,425,654.24,9127.4
3,425,654.29,9702.6
3,425,654.35,10090
3,425,654.4,10161
3,425,654.45,10831
3,425,654.5,11185
3,425,654.55,11145
3,425,654.6,11846
3,425,654.65,12484
3,425,654.71,12611
3,425,654.76,13016
3,425,654.81,13513
3,425,654.86,14554
3,425,654.91,15481
3,425,654.96,15472
3,425,655.01,16427
3,425,655.07,17081
3,425,655.12,17866
3,425,655.17,18946
3,425,655.22,19046
3,425,655.27,20700
3,425,655.32,21719
3,425,655.37,22463
3,425,655.42,23789
3,425,655.48,24724
3,425,655.53,26818
3,425,655.58,27534
3,425,655.63,29747
3,425,655.68,31398
3,425,655.73,33086
3,425,655.78,35027
3,425,655.83,37852
3,425,655.89,39596
3,425,655.94,40699
3,425,655.99,43398
3,425,656.04,45356
3,425,656.09,47722
3,425,656.14,49646
3,425,656.19,51799
3,425,656.24,53076
3,425,656.29,53911
3,425,656.34,52859
3,425,656.39,51411
3,425,656.45,48897
3,425,656.5,47482
3,425,656.55,46003
3,425,656.6,43685
3,425,656.65,41808
3,425,656.7,39090
3,425,656.75,37406
3,425,656.8,34756
3,425,656.85,33978
3,425,656.9,31903
3,425,656.95,30034
3,425,657,28650
3,425,657.06,27345
3,425,657.11,25534
3,425,657.16,23478
3,425,657.21,23069
3,425,657.26,22670
3,425,657.31,21448
3,425,657.36,20463
3,425,657.41,19558
3,425,657.46,17983
3,425,657.51,17862
3,425,657.56,16950
3,425,657.61,16136
3,425,657.66,15939
3,425,657.71,15689
3,425,657.76,15109
3,425,657.81,15239
3,425,657.86,14166
3,425,657.91,13556
3,425,657.96,12587
3,425,658.02,12185
3,425,658.07,11550
3,425,658.12,11297
3,425,658.17,11175
3,425,658.22,10419
3,425,658.27,10373
3,425,658.32,9863
3,425,658.37,9570.2
3,425,658.42,8628
3,425,658.47,8387
3,425,658.52,8126.4
3,425,658.57,7932.2
3,425,658.62,7711.4
3,425,658.67,7258.6
3,425,658.72,6961
3,425,658.77,7154.2
3,425,658.82,6736.4
3,425,658.87,6716.2
3,425,658.92,6113.6
3,425,658.97,6525.6
3,425,659.02,5984.6
3,425,659.07,5997.8
3,425,659.12,5758.6
3,425,659.17,5457
3,425,659.22,5229.4
3,425,659.27,4970
3,425,659.32,5095.6
3,425,659.37,5027.8
3,425,659.42,4793.2
3,425,659.47,4670.8
3,425,659.52,4774.4
3,425,659.57,4782.8
3,425,659.62,4341.8
3,425,659.67,4171.4
3,425,659.72,3963.2
3,425,659.77,4153.4
3,425,659.82,4025.2
3,425,659.87,3909.6
3,425,659.92,3886.2
3,425,659.97,3512.4
3,425,660.02,3513.4
3,425,660.07,3483.6
3,425,660.12,3452.4
3,425,660.17,3504.2
3,425,660.22,3191.4
3,425,660.27,3479.6
3,425,660.31,3153.6
3,425,660.36,3151.4
3,425,660.41,3085
3,425,660.46,3069.2
3,425,660.51,3002
3,425,660.56,2961.2
3,425,660.61,2829.8
3,425,660.66,2949.6
3,425,660.71,2782.6
3,425,660.76,2772.6
3,425,660.81,3092.8
3,425,660.86,2736.4
3,425,660.91,2935.4
3,425,660.96,2725.2
3,425,661.01,2810.8
3,425,661.06,3076
3,425,661.11,2685.8
3,425,661.16,2584.6
3,425,661.21,2523.6
3,425,661.25,2065.6
3,425,661.3,2407.4
3,425,661.35,2266.4
3,425,661.4,2315.8
3,425,661.45,2149.6
3,425,661.5,1843.8
3,425,661.55,2202.8
3,425,661.6,1968.2
3,425,661.65,1987.4
3,425,661.7,1996.6
3,425,661.75,2043.2
3,425,661.8,1935.4
3,425,661.84,1928.4
3,425,661.89,1908
3,425,661.94,1658.6
3,425,661.99,1796.4
3,425,662.04,1663.6
3,425,662.09,1788.4
3,425,662.14,1785.4
3,425,662.19,1780.2
3,425,662.24,1814.2
3,425,662.29,1668
3,425,662.33,1816.2
3,425,662.38,1642.8
3,425,662.43,1637.6
3,425,662.48,1598.2
3,425,662.53,1546.2
3,425,662.58,1677
3,425,662.63,1465.8
3,425,662.68,1609.8
3,425,662.73,1449.2
3,425,662.77,1519.4
3,425,662.82,1446.6
3,425,662.87,1389.6
3,425,662.92,1377.8
3,425,662.97,1414.4
3,425,663.02,1371.6
3,425,663.07,1417.6
3,425,663.12,1479.6
3,425,663.16,1347.4
3,425,663.21,1256.2
3,425,663.26,1219.4
3,425,663.31,1278.6
3,425,663.36,1348.2
3,425,663.41,1152
3,425,663.46,1238.6
3,425,663.5,1203.2
3,425,663.55,1244.4
3,425,663.6,1255.4
3,425,663.65,1281.8
3,425,663.7,1206
3,425,663.75,1255.6
3,425,663.8,1068.6
3,425,663.84,1180
3,425,663.89,1084
3,425,663.94,1104.4
3,425,663.99,1019.2
3,425,664.04,1245.4
3,425,664.09,1045.6
3,425,664.13,1181.8
3,425,664.18,1028
3,425,664.23,1163.4
3,425,664.28,1137.8
3,425,664.33,1151
3,425,664.38,1207.6
3,425,664.42,1128.4
3,425,664.47,1155
3,425,664.52,1072.4
3,425,664.57,987.8
3,425,664.62,1049.2
3,425,664.66,1087.6
3,425,664.71,1169.4
3,425,664.76,1085.6
3,425,664.81,1083.8
3,425,664.86,1133.6
3,425,664.9,1048.8
3,425,664.95,962
3,425,665,952.6
3,425,665.05,1134.8
3,425,665.1,1043
3,425,665.14,1128.4
3,425,665.19,1045
3,425,665.24,981.8
3,425,665.29,941.8
3,425,665.34,1167.6
3,425,665.38,1047.8
3,425,665.43,1094.2
3,425,665.48,1043.8
3,425,665.53,1048.4
3,425,665.58,975.6
3,425,665.62,1079
3,425,665.67,1003.8
3,425,665.72,939.6
3,425,665.77,1052
3,425,665.81,1027.2
3,425,665.86,831
3,425,665.91,921.4
3,425,665.96,856.4
3,425,666.01,836.6
3,425,666.05,951
3,425,666.1,805.6
3,425,666.15,779.4
3,425,666.2,974.6
3,425,666.24,997
3,425,666.29,846.8
3,425,666.34,914.2
3,425,666.39,837.8
3,425,666.43,916
3,425,666.48,997.2
3,425,666.53,803.4
3,425,666.58,835
3,425,666.62,806.6
3,425,666.67,836
3,425,666.72,870.2
3,425,666.77,737.2
3,425,666.81,822.2
3,425,666.86,768.2
3,425,666.91,757.4
3,425,666.96,771
3,425,667,732
3,425,667.05,836
3,425,667.1,713.2
3,425,667.14,780.4
3,425,667.19,811.2
3,425,667.24,709.6
3,425,667.29,745.4
3,425,667.33,725.8
3,425,667.38,572
3,425,667.43,779.2
3,425,667.47,607.6
3,425,667.52,677
3,425,667.57,587.2
3,425,667.62,677.8
3,425,667.66,727
3,425,667.71,688.2
3,425,667.76,742
3,425,667.8,631
3,425,667.85,653.8
3,425,667.9,709.6
3,425,667.95,635
3,425,667.99,706
3,425,668.04,594.2
3,425,668.09,685
3,425,668.13,693
3,425,668.18,662.4
3,425,668.23,618.8
3,425,668.27,636
3,425,668.32,660.6
3,425,668.37,551
3,425,668.41,686.4
3,425,668.46,682.6
3,425,668.51,577.8
3,425,668.55,608.6
3,425,668.6,595.6
3,425,668.65,577.8
3,425,668.69,679.6
3,425,668.74,573
3,425,668.79,483.8
3,425,668.83,673.6
3,425,668.88,568.4
3,425,668.93,590
3,425,668.97,548
3,425,669.02,512.6
3,425,669.07,515
3,425,669.11,498.8
3,425,669.16,565
3,425,669.21,615.8
3,425,669.25,567.8
3,425,669.3,604.6
3,425,669.35,673
3,425,669.39,620.2
3,425,669.44,652
3,425,669.49,478
3,425,669.53,648.4
3,425,669.58,666.2
3,425,669.62,621
3,425,669.67,588.8
3,425,669.72,529.4
3,425,669.76,446.6
3,425,669.81,493.6
3,425,669.86,517.2
3,425,669.9,502.2
3,425,669.95,550.2
3,425,670,564.4
3,425,670.04,543
3,425,670.09,567
3,425,670.13,466.8
3,425,670.18,588
3,425,670.23,456.4
3,425,670.27,570.2
3,425,670.32,486.4
3,425,670.36,488.4
3,425,670.41,486.4
3,425,670.46,412.2
3,425,670.5,501
3,425,670.55,565.8
3,425,670.59,545.8
3,425,670.64,590.2
3,425,670.69,492.8
3,425,670.73,494.4
3,425,670.78,587.2
3,425,670.82,531.2
3,425,670.87,430.6
3,425,670.92,556
3,425,670.96,415.4
3,425,671.01,494.4
3,425,671.05,450.4
3,425,671.1,454.8
3,425,671.15,446
3,425,671.19,485.4
3,425,671.24,594.6
3,425,671.28,471.8
3,425,671.33,426.8
3,425,671.37,537.2
3,425,671.42,490.2
3,425,671.47,563
3,425,671.51,560.6
3,425,671.56,568.6
3,425,671.6,555.6
3,425,671.65,518.4
3,425,671.69,578.6
3,425,671.74,517
3,425,671.78,543.8
3,425,671.83,586.4
3,425,671.88,570.6
3,425,671.92,489.6
3,425,671.97,511.8
3,425,672.01,590.2
3,425,672.06,515.2
3,425,672.1,583.8
3,425,672.15,625.2
3,425,672.19,501.8
3,425,672.24,537.4
3,425,672.28,546.2
3,425,672.33,605
3,425,672.38,542.6
3,425,672.42,556
3,425,672.47,542.2
3,425,672.51,493
3,425,672.56,648.8
3,425,672.6,587.4
3,425,672.65,494.2
3,425,672.69,580.8
3,425,672.74,599
3,425,672.78,539.4
3,425,672.83,495
3,425,672.87,439.2
3,425,672.92,499.4
3,425,672.96,505.8
3,425,673.01,438
3,425,673.05,401.6
3,425,673.1,386
3,425,673.14,498.2
3,425,673.19,469
3,425,673.23,555.2
3,425,673.28,508.2
3,425,673.32,485.2
3,425,673.37,532.8
3,425,673.41,633
3,425,673.46,467.6
3,425,673.5,526.8
3,425,673.55,502.4
3,425,673.59,484.4
3,425,673.64,452.8
3,425,673.68,528.4
3,425,673.73,557.2
3,425,673.77,477.6
3,425,673.82,420.2
3,425,673.86,382.2
3,425,673.91,390.4
3,425,673.95,568.8
3,425,674,452
3,425,674.04,473.8
3,425,674.09,465.8
3,425,674.13,434.6
3,425,674.17,442.2
3,425,674.22,339.6
3,425,674.26,425.6
3,425,674.31,434.6
3,425,674.35,495.2
3,425,674.4,470.8
3,425,674.44,499.2
3,425,674.49,424.4
3,425,674.53,444.2
3,425,674.58,388.8
3,425,674.62,431.6
3,425,674.66,477.6
3,425,674.71,458
3,425,674.75,410
3,425,674.8,309.8
3,425,674.84,503.4
3,425,674.89,459.6
3,425,674.93,403.4
3,425,674.98,404.2
3,425,675.02,510.6
3,425,675.06,487.4
3,425,675.11,480.6
3,425,675.15,358
3,425,675.2,406.6
3,425,675.24,524.6
3,425,675.29,360.4
3,425,675.33,338
3,425,675.37,442
3,425,675.42,430.6
3,425,675.46,444.4
3,425,675.51,434.2
3,425,675.55,440.4
3,425,675.59,392.8
3,425,675.64,351.8
3,425,675.68,412.4
3,425,675.73,361.2
3,425,675.77,377.4
3,425,675.81,400.2
3,425,675.86,533.2
3,425,675.9,450
3,425,675.95,380
3,425,675.99,397
3,425,676.03,343.2
3,425,676.08,438.4
3,425,676.12,483.4
3,425,676.17,358.4
3,425,676.21,390
3,425,676.25,452.4
3,425,676.3,443
3,425,676.34,340.6
3,425,676.39,405
3,425,676.43,370
3,425,676.47,297.8
3,425,676.52,398.2
3,425,676.56,394.4
3,425,676.6,449.2
3,425,676.65,339.2
3,425,676.69,414.4
3,425,676.74,494.8
3,425,676.78,411.4
3,425,676.82,374.8
3,425,676.87,405.4
3,425,676.91,287
3,425,676.95,321
3,425,677,262.8
3,425,677.04,353.6
3,425,677.08,337.2
3,425,677.13,335.2
3,425,677.17,377.2
3,425,677.21,431
3,425,677.26,303.4
3,425,677.3,399
3,425,677.34,463.4
3,425,677.39,360.6
3,425,677.43,280.4
3,425,677.47,381.2
3,425,677.52,393.6
3,425,677.56,362.2
3,425,677.6,313.8
3,425,677.65,266.4
3,425,677.69,407.2
3,425,677.73,345.4
3,425,677.78,412.8
3,425,677.82,439.8
3,425,677.86,357.6
3,425,677.91,394.6
3,425,677.95,415.8
3,425,677.99,463
3,425,678.04,514.6
3,425,678.08,368.4
3,425,678.12,409.6
3,425,678.17,354.2
3,425,678.21,483
3,425,678.25,367
3,425,678.29,463.2
3,425,678.34,378
3,425,678.38,359
3,425,678.42,449.4
3,425,678.47,379
3,425,678.51,409.4
3,425,678.55,438.6
3,425,678.6,388.8
3,425,678.64,341.8
3,425,678.68,333.6
3,425,678.72,341.6
3,425,678.77,308.6
3,425,678.81,362.6
3,425,678.85,350.6
3,425,678.9,410.4
3,425,678.94,299.4
3,425,678.98,288.8
3,425,679.02,337.8
3,425,679.07,362.2
3,425,679.11,385.2
3,425,679.15,345
3,425,679.19,322.2
3,425,679.24,348.6
3,425,679.28,345.8
3,425,679.32,305.2
3,425,679.36,311.8
3,425,679.41,355
3,425,679.45,316.8
3,425,679.49,331.6
3,425,679.54,304.6
3,425,679.58,242.4
3,425,679.62,325.8
3,425,679.66,312.8
3,425,679.7,315.2
3,425,679.75,252.2
3,425,679.79,298.6
3,425,679.83,304.6
3,425,679.87,226.8
3,425,679.92,338.2
3,425,679.96,280.2
3,425,680,270.8
3,425,680.04,411.2
3,425,680.09,283.6
3,425,680.13,322.8
3,425,680.17,271.8
3,425,680.21,365.6
3,425,680.26,305
3,425,680.3,309.6
3,425,680.34,244.8
3,425,681.6,513.8
3,425,681.72,290.8
3,425,681.84,424
3,425,681.96,324.4
3,425,682.08,365.8
3,425,682.21,494
3,425,682.33,423.6
3,425,682.45,456.6
3,425,682.57,399.8
3,425,682.69,435.2
3,425,682.81,422.2
3,425,682.93,523.8
3,425,683.06,449
3,425,683.18,429.2
3,425,683.3,453.4
3,425,683.42,450.8
3,425,683.54,494.8
3,425,683.66,452.6
3,425,683.78,515
3,425,683.9,451.4
3,425,684.03,462
3,425,684.15,519
3,425,684.27,513.2
3,425,684.39,489.4
3,425,684.51,429.8
3,425,684.63,529.4
3,425,684.75,445.8
3,425,684.87,497.2
3,425,685,470.8
3,425,685.12,559.6
3,425,685.24,490.6
3,425,685.36,510.4
3,425,685.48,500.8
3,425,685.6,552
3,425,685.72,476.6
3,425,685.84,499.8
3,425,685.96,580.8
3,425,686.08,555
3,425,686.21,440
3,425,686.33,614
3,425,686.45,674.2
3,425,686.57,574.6
3,425,686.69,536.2
3,425,686.81,630
3,425,686.93,495.4
3,425,687.05,472.2
3,425,687.17,538.4
3,425,687.29,571.8
3,425,687.41,649.2
3,425,687.53,543.4
3,425,687.66,467
3,425,687.78,548.6
3,425,687.9,540.2
3,425,688.02,548.4
3,425,688.14,507.6
3,425,688.26,530.2
3,425,688.38,443
3,425,688.5,557.4
3,425,688.62,566
3,425,688.74,378.4
3,425,688.86,607.8
3,425,688.98,476.8
3,425,689.1,523.6
3,425,689.22,485
3,425,689.34,597.4
3,425,689.46,555.4
3,425,689.58,589.6
3,425,689.7,614.8
3,425,689.83,560.8
3,425,689.95,550.8
3,425,690.07,703.8
3,425,690.19,579.8
3,425,690.31,514
3,425,690.43,657
3,425,690.55,601.2
3,425,690.67,556.2
3,425,690.79,595.8
3,425,690.91,623.6
3,425,691.03,765.8
3,425,691.15,641
3,425,691.27,643.8
3,425,691.39,622.2
3,425,691.51,608.8
3,425,691.63,624.8
3,425,691.75,607.6
3,425,691.87,621.6
3,425,691.99,565.4
3,425,692.11,623.4
3,425,692.23,634.2
3,425,692.35,717
3,425,692.47,555
3,425,692.59,565.2
3,425,692.71,560.2
3,425,692.83,636.2
3,425,692.95,590.8
3,425,693.07,658.8
3,425,693.19,620.6
3,425,693.31,634.2
3,425,693.43,597.2
3,425,693.55,627.2
3,425,693.67,758.4
3,425,693.79,672.8
3,425,693.91,932.2
3,425,694.03,656
3,425,694.15,602.6
3,425,694.27,722.6
3,425,694.39,709
3,425,694.51,686.8
3,425,694.63,585
3,425,694.75,717
3,425,694.87,731
3,425,694.99,595.2
3,425,695.11,683.2
3,425,695.22,658.6
3,425,695.34,709.6
3,425,695.46,737.6
3,425,695.58,757.6
3,425,695.7,692.2
3,425,695.82,739.6
3,425,695.94,674.2
3,425,696.06,679.2
3,425,696.18,852.2
3,425,696.3,656.6
3,425,696.42,690.4
3,425,696.54,826.6
3,425,696.66,750.4
3,425,696.78,790.6
3,425,696.9,728.4
3,425,697.02,715
3,425,697.14,630.2
3,425,697.26,739.2
3,425,697.37,756.4
3,425,697.49,701.4
3,425,697.61,730.6
3,425,697.73,722.2
3,425,697.85,681.2
3,425,697.97,669.6
3,425,698.09,640
3,425,698.21,647
3,425,698.33,579
3,425,698.45,690
3,425,698.57,703.4
3,425,698.69,547.8
3,425,698.81,554.6
3,425,698.92,533.6
3,425,699.04,746.4
3,425,699.16,705.6
3,425,699.28,656.2
3,425,699.4,641.4
