class, exp, lyamda, value
6,1066,233.18,-14.4
6,1066,233.21,128.4
6,1066,233.25,78.8
6,1066,233.28,-23.8
6,1066,233.32,141.6
6,1066,233.35,17.2
6,1066,233.39,46.4
6,1066,233.43,-7.4
6,1066,233.46,27.2
6,1066,233.5,-2.6
6,1066,233.53,29
6,1066,233.57,39.2
6,1066,233.6,28
6,1066,233.64,28.6
6,1066,233.67,38.6
6,1066,233.71,47.2
6,1066,233.74,63.4
6,1066,233.78,13.2
6,1066,233.81,41.6
6,1066,233.85,21.2
6,1066,233.88,17.6
6,1066,233.92,53.8
6,1066,233.96,130.6
6,1066,233.99,32
6,1066,234.03,32
6,1066,234.06,-15
6,1066,234.1,69.2
6,1066,234.13,26
6,1066,234.17,28.6
6,1066,234.2,55
6,1066,234.24,5.2
6,1066,234.27,4.6
6,1066,234.31,142
6,1066,234.34,4
6,1066,234.38,51.8
6,1066,234.41,48.4
6,1066,234.45,37.8
6,1066,234.48,66
6,1066,234.52,37.6
6,1066,234.55,11
6,1066,234.59,33.2
6,1066,234.62,69
6,1066,234.66,-2.4
6,1066,234.69,11.4
6,1066,234.73,91.4
6,1066,234.76,52.8
6,1066,234.8,133.4
6,1066,234.83,100.4
6,1066,234.87,72.4
6,1066,234.91,42
6,1066,234.94,8.8
6,1066,234.98,41.8
6,1066,235.01,100.8
6,1066,235.05,37.6
6,1066,235.08,37
6,1066,235.12,64.4
6,1066,235.15,78
6,1066,235.19,9.6
6,1066,235.22,69
6,1066,235.26,28.2
6,1066,235.29,47.6
6,1066,235.33,-18.8
6,1066,235.36,56.4
6,1066,235.4,62.2
6,1066,235.43,41
6,1066,235.47,93
6,1066,235.5,30
6,1066,235.54,75.6
6,1066,235.57,64.4
6,1066,235.61,29.8
6,1066,235.64,54
6,1066,235.68,58.2
6,1066,235.71,-4.8
6,1066,235.75,32.2
6,1066,235.78,35.2
6,1066,235.82,84.4
6,1066,235.85,44
6,1066,235.88,56.4
6,1066,235.92,96
6,1066,235.95,9
6,1066,235.99,80.2
6,1066,236.02,23.8
6,1066,236.06,52.4
6,1066,236.09,51
6,1066,236.13,11.4
6,1066,236.16,47
6,1066,236.2,101.8
6,1066,236.23,9
6,1066,236.27,87
6,1066,236.3,45.8
6,1066,236.34,41
6,1066,236.37,29
6,1066,236.41,24.4
6,1066,236.44,45.4
6,1066,236.48,27.8
6,1066,236.51,32.2
6,1066,236.55,60.6
6,1066,236.58,59.2
6,1066,236.62,-12.6
6,1066,236.65,40.4
6,1066,236.69,48
6,1066,236.72,9.8
6,1066,236.76,33
6,1066,236.79,18.2
6,1066,236.82,121.8
6,1066,236.86,107.2
6,1066,236.89,70.4
6,1066,236.93,-11
6,1066,236.96,82.4
6,1066,237,84.4
6,1066,237.03,145.6
6,1066,237.07,86.4
6,1066,237.1,57.6
6,1066,237.14,54.4
6,1066,237.17,84.6
6,1066,237.21,15.6
6,1066,237.24,58
6,1066,237.28,89.8
6,1066,237.31,38.8
6,1066,237.34,95
6,1066,237.38,86.4
6,1066,237.41,65.8
6,1066,237.45,4
6,1066,237.48,16.8
6,1066,237.52,21.4
6,1066,237.55,67.4
6,1066,237.59,74.8
6,1066,237.62,46.2
6,1066,237.66,36.2
6,1066,237.69,69.6
6,1066,237.73,22.4
6,1066,237.76,11.6
6,1066,237.79,44.2
6,1066,237.83,40.8
6,1066,237.86,52
6,1066,237.9,-27.2
6,1066,237.93,-21
6,1066,237.97,20.8
6,1066,238,80
6,1066,238.04,63.2
6,1066,238.07,20
6,1066,238.1,-1
6,1066,238.14,38.6
6,1066,238.17,26.6
6,1066,238.21,131.4
6,1066,238.24,46
6,1066,238.28,62.8
6,1066,238.31,42.6
6,1066,238.35,28
6,1066,238.38,22
6,1066,238.41,83.2
6,1066,238.45,114.8
6,1066,238.48,75
6,1066,238.52,56.2
6,1066,238.55,19.4
6,1066,238.59,16.8
6,1066,238.62,53.6
6,1066,238.66,60.2
6,1066,238.69,98.2
6,1066,238.72,91.2
6,1066,238.76,68.4
6,1066,238.79,-7
6,1066,238.83,80
6,1066,238.86,8.6
6,1066,238.9,46.6
6,1066,238.93,17.4
6,1066,238.96,-14.8
6,1066,239,101
6,1066,239.03,9
6,1066,239.07,76
6,1066,239.1,33.6
6,1066,239.14,20.8
6,1066,239.17,51.4
6,1066,239.2,8.8
6,1066,239.24,7.8
6,1066,239.27,92.6
6,1066,239.31,28.2
6,1066,239.34,-11
6,1066,239.38,17
6,1066,239.41,34
6,1066,239.44,36.2
6,1066,239.48,28.8
6,1066,239.51,87.4
6,1066,239.55,-26
6,1066,239.58,69.2
6,1066,239.61,99.4
6,1066,239.65,78
6,1066,239.68,91.8
6,1066,239.72,7.4
6,1066,239.75,20
6,1066,239.79,64.4
6,1066,239.82,41.2
6,1066,239.85,90.6
6,1066,239.89,40.2
6,1066,239.92,19.4
6,1066,239.96,26.8
6,1066,239.99,41.8
6,1066,240.02,-12.8
6,1066,240.06,31.4
6,1066,240.09,32.4
6,1066,240.13,40
6,1066,240.16,74.2
6,1066,240.19,51.2
6,1066,240.23,21.4
6,1066,240.26,47
6,1066,240.3,43.8
6,1066,240.33,70.8
6,1066,240.36,82.4
6,1066,240.4,10.8
6,1066,240.43,-5
6,1066,240.47,54.4
6,1066,240.5,113.6
6,1066,240.53,60.2
6,1066,240.57,66.2
6,1066,240.6,43
6,1066,240.64,66.2
6,1066,240.67,62.6
6,1066,240.7,25
6,1066,240.74,111.6
6,1066,240.77,5.8
6,1066,240.81,111
6,1066,240.84,20.6
6,1066,240.87,34
6,1066,240.91,105.6
6,1066,240.94,77.6
6,1066,240.98,19.8
6,1066,241.01,39.6
6,1066,241.04,52.6
6,1066,241.08,77
6,1066,241.11,59.4
6,1066,241.15,35.8
6,1066,241.18,103.8
6,1066,241.21,-2.4
6,1066,241.25,4.8
6,1066,241.28,48
6,1066,241.31,29.8
6,1066,241.35,70.6
6,1066,241.38,36.4
6,1066,241.42,80
6,1066,241.45,-42.8
6,1066,241.48,55.4
6,1066,241.52,-1.6
6,1066,241.55,54.8
6,1066,241.58,17.4
6,1066,241.62,35.8
6,1066,241.65,80.6
6,1066,241.69,117.4
6,1066,241.72,76.2
6,1066,241.75,39.6
6,1066,241.79,55.4
6,1066,241.82,50.8
6,1066,241.85,42.6
6,1066,241.89,36
6,1066,241.92,32.8
6,1066,241.96,27.4
6,1066,241.99,81.4
6,1066,242.02,119
6,1066,242.06,43.8
6,1066,242.09,81
6,1066,242.12,70.4
6,1066,242.16,21
6,1066,242.19,29
6,1066,242.23,112.2
6,1066,242.26,55.6
6,1066,242.29,-38.8
6,1066,242.33,74.4
6,1066,242.36,92.2
6,1066,242.39,55.4
6,1066,242.43,49.2
6,1066,242.46,101.6
6,1066,242.49,71.8
6,1066,242.53,82.8
6,1066,242.56,4.2
6,1066,242.59,91.8
6,1066,242.63,-65.8
6,1066,242.66,35.6
6,1066,242.7,108
6,1066,242.73,42.2
6,1066,242.76,40.6
6,1066,242.8,44
6,1066,242.83,24.8
6,1066,242.86,121.8
6,1066,242.9,34
6,1066,242.93,-28.8
6,1066,242.96,45.8
6,1066,243,68.2
6,1066,243.03,97
6,1066,243.06,35.4
6,1066,243.1,112.2
6,1066,243.13,63.8
6,1066,243.16,36.4
6,1066,243.2,3
6,1066,243.23,52.4
6,1066,243.26,59.2
6,1066,243.3,48.6
6,1066,243.33,1.6
6,1066,243.36,52.2
6,1066,243.4,3.4
6,1066,243.43,-36.6
6,1066,243.47,30.8
6,1066,243.5,55.8
6,1066,243.53,47.6
6,1066,243.57,75.8
6,1066,243.6,-4.8
6,1066,243.63,7.6
6,1066,243.67,82.4
6,1066,243.7,53.6
6,1066,243.73,-3.4
6,1066,243.77,45.4
6,1066,243.8,83.2
6,1066,243.83,61.6
6,1066,243.87,32
6,1066,243.9,14.6
6,1066,243.93,-7.2
6,1066,243.97,0.59998
6,1066,244,56.4
6,1066,244.03,50.8
6,1066,244.06,53.2
6,1066,244.1,-7
6,1066,244.13,24
6,1066,244.16,70.6
6,1066,244.2,40.6
6,1066,244.23,16
6,1066,244.26,17.8
6,1066,244.3,3.8
6,1066,244.33,82.6
6,1066,244.36,126.4
6,1066,244.4,25.8
6,1066,244.43,94.8
6,1066,244.46,34.6
6,1066,244.5,65.8
6,1066,244.53,74.8
6,1066,244.56,142.6
6,1066,244.6,82.6
6,1066,244.63,114.2
6,1066,244.66,2.4
6,1066,244.7,63.8
6,1066,244.73,117
6,1066,244.76,34
6,1066,244.79,90.6
6,1066,244.83,19.8
6,1066,244.86,38.8
6,1066,244.89,5.8
6,1066,244.93,28
6,1066,244.96,78
6,1066,244.99,16
6,1066,245.03,95.2
6,1066,245.06,50.2
6,1066,245.09,11.8
6,1066,245.13,56.4
6,1066,245.16,57.4
6,1066,245.19,59.4
6,1066,245.22,79.2
6,1066,245.26,74.4
6,1066,245.29,40.8
6,1066,245.32,-2
6,1066,245.36,29.8
6,1066,245.39,71.4
6,1066,245.42,80.4
6,1066,245.46,91.2
6,1066,245.49,-0.40002
6,1066,245.52,-18
6,1066,245.55,28
6,1066,245.59,-52
6,1066,245.62,93.6
6,1066,245.65,42.6
6,1066,245.69,48.4
6,1066,245.72,99.8
6,1066,245.75,37.2
6,1066,245.78,112.6
6,1066,245.82,-0.20001
6,1066,245.85,42.8
6,1066,245.88,38.8
6,1066,245.92,55.2
6,1066,245.95,-6.8
6,1066,245.98,75.8
6,1066,246.01,25.4
6,1066,246.05,46.4
6,1066,246.08,-24.6
6,1066,246.11,41.8
6,1066,246.15,68.4
6,1066,246.18,37
6,1066,246.21,12.6
6,1066,246.24,73.6
6,1066,246.28,92
6,1066,246.31,15.6
6,1066,246.34,43.6
6,1066,246.38,20.2
6,1066,246.41,66
6,1066,246.44,37.4
6,1066,246.47,99.4
6,1066,246.51,3.8
6,1066,246.54,27.2
6,1066,246.57,64.8
6,1066,246.61,55.4
6,1066,246.64,60.6
6,1066,246.67,73.2
6,1066,246.7,79.8
6,1066,246.74,82.6
6,1066,246.77,61.6
6,1066,246.8,70
6,1066,246.83,67.2
6,1066,246.87,-5.6
6,1066,246.9,3.2
6,1066,246.93,100
6,1066,246.96,37.6
6,1066,247,-20.6
6,1066,247.03,61.8
6,1066,247.06,134.8
6,1066,247.09,97.4
6,1066,247.13,107.2
6,1066,247.16,62.6
6,1066,247.19,38.8
6,1066,247.23,76.6
6,1066,247.26,85.8
6,1066,247.29,46.6
6,1066,247.32,86.4
6,1066,247.36,14.6
6,1066,247.39,-39.6
6,1066,247.42,129.2
6,1066,247.45,13.2
6,1066,247.49,18.4
6,1066,247.52,15.4
6,1066,247.55,81.8
6,1066,247.58,147.6
6,1066,247.62,153.2
6,1066,247.65,150
6,1066,247.68,152.4
6,1066,247.71,106.6
6,1066,247.75,179.4
6,1066,247.78,198
6,1066,247.81,388.4
6,1066,247.84,1148.2
6,1066,247.88,3925.4
6,1066,247.91,4397
6,1066,247.94,1155.8
6,1066,247.97,358
6,1066,248.01,215.4
6,1066,248.04,145.8
6,1066,248.07,94.8
6,1066,248.1,5.4
6,1066,248.14,66.8
6,1066,248.17,39.8
6,1066,248.2,132.8
6,1066,248.23,37.8
6,1066,248.26,61
6,1066,248.3,-23.2
6,1066,248.33,53.8
6,1066,248.36,74.6
6,1066,248.39,-22.8
6,1066,248.43,102.2
6,1066,248.46,71.4
6,1066,248.49,58
6,1066,248.52,174.6
6,1066,248.56,58
6,1066,248.59,4.2
6,1066,248.62,53.8
6,1066,248.65,48
6,1066,248.68,52.6
6,1066,248.72,74.4
6,1066,248.75,22.8
6,1066,248.78,44
6,1066,248.81,26
6,1066,248.85,151
6,1066,248.88,59.8
6,1066,248.91,38.2
6,1066,248.94,129.4
6,1066,248.97,21.2
6,1066,249.01,52.8
6,1066,249.04,110
6,1066,249.07,90.8
6,1066,249.1,28
6,1066,249.14,119.6
6,1066,249.17,5.2
6,1066,249.2,102.4
6,1066,249.23,33.6
6,1066,249.26,36.6
6,1066,249.3,48.2
6,1066,249.33,24.4
6,1066,249.36,91.6
6,1066,249.39,32
6,1066,249.42,50.6
6,1066,249.46,87.2
6,1066,249.49,39.8
6,1066,249.52,46.4
6,1066,249.55,39
6,1066,249.59,75.8
6,1066,249.62,104.6
6,1066,249.65,52
6,1066,249.68,127.8
6,1066,249.71,47.4
6,1066,249.75,-17.8
6,1066,249.78,110.4
6,1066,249.81,51.2
6,1066,249.84,-7.6
6,1066,249.87,48.4
6,1066,249.91,138.4
6,1066,249.94,88
6,1066,249.97,28.6
6,1066,250,72.6
6,1066,250.03,63.6
6,1066,250.07,41.8
6,1066,250.1,106.6
6,1066,250.13,8.2
6,1066,250.16,24.8
6,1066,250.19,66.2
6,1066,250.23,58.2
6,1066,250.26,63
6,1066,250.29,100.8
6,1066,250.32,63.8
6,1066,250.35,57.4
6,1066,250.38,-1.6
6,1066,250.42,49.2
6,1066,250.45,3.8
6,1066,250.48,27.8
6,1066,250.51,87
6,1066,250.54,23
6,1066,250.58,58
6,1066,250.61,44.8
6,1066,250.64,63.2
6,1066,250.67,147.8
6,1066,250.7,127.4
6,1066,250.74,249.6
6,1066,250.77,86.4
6,1066,250.8,10.4
6,1066,250.83,19
6,1066,250.86,9
6,1066,250.89,135.6
6,1066,250.93,150.8
6,1066,250.96,241.8
6,1066,250.99,89.8
6,1066,251.02,8
6,1066,251.05,36.8
6,1066,251.08,141.2
6,1066,251.12,87.8
6,1066,251.15,38.4
6,1066,251.18,140.6
6,1066,251.21,323
6,1066,251.24,278
6,1066,251.27,120.2
6,1066,251.31,59
6,1066,251.34,37.4
6,1066,251.37,106.2
6,1066,251.4,90.6
6,1066,251.43,162.4
6,1066,251.39,5.4
6,1066,251.42,200
6,1066,251.46,130.2
6,1066,251.5,117.4
6,1066,251.54,34.8
6,1066,251.58,221.6
6,1066,251.62,651.2
6,1066,251.66,326
6,1066,251.7,51.2
6,1066,251.74,118
6,1066,251.78,11.8
6,1066,251.82,-20
6,1066,251.86,108.6
6,1066,251.89,151.8
6,1066,251.93,138.4
6,1066,251.97,69
6,1066,252.01,76.2
6,1066,252.05,77
6,1066,252.09,103.4
6,1066,252.13,60.8
6,1066,252.17,78.8
6,1066,252.21,92.6
6,1066,252.25,72.8
6,1066,252.28,148.2
6,1066,252.32,94.6
6,1066,252.36,188.4
6,1066,252.4,226
6,1066,252.44,252.2
6,1066,252.48,148.2
6,1066,252.52,88.8
6,1066,252.56,128.8
6,1066,252.6,119.6
6,1066,252.64,-6.6
6,1066,252.67,35.2
6,1066,252.71,151
6,1066,252.75,229.6
6,1066,252.79,158.8
6,1066,252.83,223.6
6,1066,252.87,221.2
6,1066,252.91,112.2
6,1066,252.95,114
6,1066,252.99,84.2
6,1066,253.02,190.6
6,1066,253.06,138.8
6,1066,253.1,84
6,1066,253.14,32.2
6,1066,253.18,83.6
6,1066,253.22,69.2
6,1066,253.26,28.2
6,1066,253.3,77.2
6,1066,253.34,140.6
6,1066,253.37,152.4
6,1066,253.41,125.4
6,1066,253.45,80.2
6,1066,253.49,126.6
6,1066,253.53,174
6,1066,253.57,145.8
6,1066,253.61,110.2
6,1066,253.65,69.6
6,1066,253.68,14.2
6,1066,253.72,61.2
6,1066,253.76,61
6,1066,253.8,132
6,1066,253.84,142.6
6,1066,253.88,43.6
6,1066,253.92,46.4
6,1066,253.96,189
6,1066,253.99,133.6
6,1066,254.03,129.6
6,1066,254.07,25.2
6,1066,254.11,79.2
6,1066,254.15,69.6
6,1066,254.19,59.8
6,1066,254.23,44.6
6,1066,254.27,97
6,1066,254.3,80.8
6,1066,254.34,81
6,1066,254.38,88.2
6,1066,254.42,61.6
6,1066,254.46,133.6
6,1066,254.5,103.2
6,1066,254.54,61.6
6,1066,254.57,87.4
6,1066,254.61,129.4
6,1066,254.65,87
6,1066,254.69,116.2
6,1066,254.73,77.8
6,1066,254.77,15.2
6,1066,254.81,110
6,1066,254.84,97.2
6,1066,254.88,128
6,1066,254.92,129.4
6,1066,254.96,166.4
6,1066,255,92
6,1066,255.04,69.4
6,1066,255.08,135
6,1066,255.11,152.2
6,1066,255.15,57
6,1066,255.19,106.8
6,1066,255.23,92
6,1066,255.27,158
6,1066,255.31,103.8
6,1066,255.35,116.6
6,1066,255.38,114.8
6,1066,255.42,93.8
6,1066,255.46,126.2
6,1066,255.5,165
6,1066,255.54,85.2
6,1066,255.58,97.6
6,1066,255.62,199.4
6,1066,255.65,97
6,1066,255.69,74.6
6,1066,255.73,131.2
6,1066,255.77,77
6,1066,255.81,104.4
6,1066,255.85,76
6,1066,255.88,116.4
6,1066,255.92,97.4
6,1066,255.96,97.8
6,1066,256,142
6,1066,256.04,144.2
6,1066,256.08,115.8
6,1066,256.11,154.2
6,1066,256.15,79
6,1066,256.19,177.4
6,1066,256.23,121.2
6,1066,256.27,150
6,1066,256.31,168.8
6,1066,256.34,125.8
6,1066,256.38,69.4
6,1066,256.42,69.4
6,1066,256.46,67.2
6,1066,256.5,171.8
6,1066,256.54,161.4
6,1066,256.57,21.8
6,1066,256.61,141.6
6,1066,256.65,42.6
6,1066,256.69,149.2
6,1066,256.73,53.4
6,1066,256.77,80.6
6,1066,256.8,125.4
6,1066,256.84,163.2
6,1066,256.88,133.2
6,1066,256.92,18.4
6,1066,256.96,109.8
6,1066,257,104.8
6,1066,257.03,140.8
6,1066,257.07,103
6,1066,257.11,83
6,1066,257.15,168.6
6,1066,257.19,101.8
6,1066,257.22,136.2
6,1066,257.26,117.8
6,1066,257.3,91.8
6,1066,257.34,130.8
6,1066,257.38,90.4
6,1066,257.42,81.8
6,1066,257.45,127.4
6,1066,257.49,234.4
6,1066,257.53,91.8
6,1066,257.57,110.2
6,1066,257.61,219.2
6,1066,257.64,96.6
6,1066,257.68,175.8
6,1066,257.72,117.8
6,1066,257.76,70.2
6,1066,257.8,122.6
6,1066,257.83,112
6,1066,257.87,153.6
6,1066,257.91,83.2
6,1066,257.95,99.4
6,1066,257.99,101.8
6,1066,258.03,99.2
6,1066,258.06,188
6,1066,258.1,138.4
6,1066,258.14,74.8
6,1066,258.18,131.4
6,1066,258.22,64.2
6,1066,258.25,199.6
6,1066,258.29,-1.8
6,1066,258.33,151.2
6,1066,258.37,90
6,1066,258.41,86.8
6,1066,258.44,130.8
6,1066,258.48,89.2
6,1066,258.52,43.2
6,1066,258.56,159.4
6,1066,258.6,158.4
6,1066,258.63,144
6,1066,258.67,87.8
6,1066,258.71,102.2
6,1066,258.75,121
6,1066,258.78,81.4
6,1066,258.82,113.4
6,1066,258.86,60.8
6,1066,258.9,161.4
6,1066,258.94,134.6
6,1066,258.97,148.8
6,1066,259.01,129.8
6,1066,259.05,79
6,1066,259.09,155.6
6,1066,259.13,94.8
6,1066,259.16,89.4
6,1066,259.2,156
6,1066,259.24,75.4
6,1066,259.28,169.2
6,1066,259.32,128.4
6,1066,259.35,172
6,1066,259.39,159
6,1066,259.43,163.6
6,1066,259.47,166
6,1066,259.5,106
6,1066,259.54,155
6,1066,259.58,174.6
6,1066,259.62,147.6
6,1066,259.66,150.4
6,1066,259.69,133
6,1066,259.73,134
6,1066,259.77,216
6,1066,259.81,157.2
6,1066,259.84,174
6,1066,259.88,226
6,1066,259.92,205.2
6,1066,259.96,207
6,1066,260,117.2
6,1066,260.03,148
6,1066,260.07,179.8
6,1066,260.11,129.4
6,1066,260.15,250.4
6,1066,260.18,145
6,1066,260.22,101
6,1066,260.26,119.6
6,1066,260.3,112.4
6,1066,260.33,225
6,1066,260.37,44.2
6,1066,260.41,133.8
6,1066,260.45,108.8
6,1066,260.48,78.2
6,1066,260.52,188.4
6,1066,260.56,157.2
6,1066,260.6,158.4
6,1066,260.64,124.6
6,1066,260.67,158
6,1066,260.71,102.8
6,1066,260.75,115.2
6,1066,260.79,141
6,1066,260.82,142.8
6,1066,260.86,126
6,1066,260.9,106.8
6,1066,260.94,147.8
6,1066,260.97,103.6
6,1066,261.01,163.2
6,1066,261.05,166
6,1066,261.09,227.2
6,1066,261.12,122.6
6,1066,261.16,127.6
6,1066,261.2,96.6
6,1066,261.24,149
6,1066,261.27,126.2
6,1066,261.31,100.8
6,1066,261.35,167.8
6,1066,261.39,209.6
6,1066,261.42,112.6
6,1066,261.46,113.8
6,1066,261.5,69.2
6,1066,261.54,195.6
6,1066,261.57,105.4
6,1066,261.61,110.2
6,1066,261.65,172.4
6,1066,261.69,123.6
6,1066,261.72,88.6
6,1066,261.76,73.4
6,1066,261.8,150
6,1066,261.84,88.4
6,1066,261.87,126.2
6,1066,261.91,126.4
6,1066,261.95,76.6
6,1066,261.98,53.6
6,1066,262.02,99.4
6,1066,262.06,147.2
6,1066,262.1,115
6,1066,262.13,69
6,1066,262.17,77.6
6,1066,262.21,176.6
6,1066,262.25,111
6,1066,262.28,92
6,1066,262.32,124
6,1066,262.36,79.4
6,1066,262.4,151.2
6,1066,262.43,25.8
6,1066,262.47,109.6
6,1066,262.51,159.8
6,1066,262.54,121.6
6,1066,262.58,130.6
6,1066,262.62,88
6,1066,262.66,123.4
6,1066,262.69,179.2
6,1066,262.73,202.8
6,1066,262.77,181.4
6,1066,262.81,125.8
6,1066,262.84,119.4
6,1066,262.88,77.8
6,1066,262.92,185.8
6,1066,262.95,90.8
6,1066,262.99,72.4
6,1066,263.03,85.6
6,1066,263.07,159.2
6,1066,263.1,183.6
6,1066,263.14,281.4
6,1066,263.18,214.8
6,1066,263.21,58.4
6,1066,263.25,146.2
6,1066,263.29,47.4
6,1066,263.33,140.2
6,1066,263.36,94.2
6,1066,263.4,68.2
6,1066,263.44,60.6
6,1066,263.47,128.2
6,1066,263.51,103.4
6,1066,263.55,97.2
6,1066,263.59,144
6,1066,263.62,200.2
6,1066,263.66,139
6,1066,263.7,136.8
6,1066,263.73,60.8
6,1066,263.77,131
6,1066,263.81,102.2
6,1066,263.84,97
6,1066,263.88,212.4
6,1066,263.92,92.4
6,1066,263.96,38.6
6,1066,263.99,122.4
6,1066,264.03,96
6,1066,264.07,154
6,1066,264.1,160.2
6,1066,264.14,120.2
6,1066,264.18,137.6
6,1066,264.21,90.8
6,1066,264.25,165.2
6,1066,264.29,195.2
6,1066,264.33,61.6
6,1066,264.36,135
6,1066,264.4,53.8
6,1066,264.44,69.2
6,1066,264.47,99
6,1066,264.51,137.6
6,1066,264.55,83.8
6,1066,264.58,103.6
6,1066,264.62,88.2
6,1066,264.66,102.2
6,1066,264.69,208.6
6,1066,264.73,31
6,1066,264.77,122
6,1066,264.81,114.8
6,1066,264.84,49.6
6,1066,264.88,108.6
6,1066,264.92,126.2
6,1066,264.95,112.2
6,1066,264.99,130.4
6,1066,265.03,161.8
6,1066,265.06,101
6,1066,265.1,124
6,1066,265.14,71.6
6,1066,265.17,131
6,1066,265.21,134.6
6,1066,265.25,66.8
6,1066,265.28,184
6,1066,265.32,37
6,1066,265.36,129.8
6,1066,265.39,171.4
6,1066,265.43,93.8
6,1066,265.47,157.6
6,1066,265.5,54.2
6,1066,265.54,188.8
6,1066,265.58,109
6,1066,265.61,50.2
6,1066,265.65,126.2
6,1066,265.69,89.4
6,1066,265.72,109.8
6,1066,265.76,107.4
6,1066,265.8,95
6,1066,265.83,174.8
6,1066,265.87,192.8
6,1066,265.91,42
6,1066,265.94,96.6
6,1066,265.98,106.8
6,1066,266.02,155.8
6,1066,266.05,61.6
6,1066,266.09,72.6
6,1066,266.13,172.8
6,1066,266.16,157
6,1066,266.2,148.2
6,1066,266.24,231.2
6,1066,266.27,138.2
6,1066,266.31,86
6,1066,266.35,148.6
6,1066,266.38,155.8
6,1066,266.42,127.6
6,1066,266.46,84.6
6,1066,266.49,185.6
6,1066,266.53,94
6,1066,266.57,118
6,1066,266.6,72.4
6,1066,266.64,126.2
6,1066,266.68,175.4
6,1066,266.71,132.2
6,1066,266.75,123.8
6,1066,266.79,85.2
6,1066,266.82,88.2
6,1066,266.86,117.8
6,1066,266.9,73
6,1066,266.93,105
6,1066,266.97,110.2
6,1066,267.01,99.2
6,1066,267.04,130.4
6,1066,267.08,134
6,1066,267.11,59.8
6,1066,267.15,197.4
6,1066,267.19,92.4
6,1066,267.22,169.2
6,1066,267.26,110.4
6,1066,267.3,109
6,1066,267.33,100
6,1066,267.37,99.8
6,1066,267.41,69.2
6,1066,267.44,85.4
6,1066,267.48,96.2
6,1066,267.51,73
6,1066,267.55,83.2
6,1066,267.59,129.4
6,1066,267.62,180.8
6,1066,267.66,72.8
6,1066,267.7,46.6
6,1066,267.73,91.2
6,1066,267.77,72.8
6,1066,267.81,134.2
6,1066,267.84,40.2
6,1066,267.88,52.6
6,1066,267.91,175.4
6,1066,267.95,98.2
6,1066,267.99,83.2
6,1066,268.02,226.6
6,1066,268.06,197.4
6,1066,268.1,101.8
6,1066,268.13,164
6,1066,268.17,134.6
6,1066,268.2,95.8
6,1066,268.24,73
6,1066,268.28,124.4
6,1066,268.31,87.8
6,1066,268.35,178.6
6,1066,268.39,-2
6,1066,268.42,55.8
6,1066,268.46,137.6
6,1066,268.49,94
6,1066,268.53,103.2
6,1066,268.57,127.2
6,1066,268.6,102.8
6,1066,268.64,157.8
6,1066,268.68,173.8
6,1066,268.71,133.6
6,1066,268.75,216.8
6,1066,268.78,141.4
6,1066,268.82,99.6
6,1066,268.86,2.4
6,1066,268.89,157.4
6,1066,268.93,128.2
6,1066,268.96,176.4
6,1066,269,49.6
6,1066,269.04,129.8
6,1066,269.07,54.6
6,1066,269.11,75.6
6,1066,269.14,147.6
6,1066,269.18,73.2
6,1066,269.22,134.8
6,1066,269.25,165
6,1066,269.29,233.6
6,1066,269.32,87
6,1066,269.36,60
6,1066,269.4,129.2
6,1066,269.43,139.4
6,1066,269.47,140.2
6,1066,269.5,145.2
6,1066,269.54,92.6
6,1066,269.58,184
6,1066,269.61,96.8
6,1066,269.65,175.2
6,1066,269.68,103.6
6,1066,269.72,83.8
6,1066,269.76,133.6
6,1066,269.79,117
6,1066,269.83,199.6
6,1066,269.86,132.2
6,1066,269.9,124.4
6,1066,269.94,207.8
6,1066,269.97,125.8
6,1066,270.01,118.8
6,1066,270.04,129.8
6,1066,270.08,94.4
6,1066,270.12,83.4
6,1066,270.15,52.6
6,1066,270.19,103.6
6,1066,270.22,148.4
6,1066,270.26,169.4
6,1066,270.3,106.4
6,1066,270.33,156
6,1066,270.37,50.2
6,1066,270.4,88.8
6,1066,270.44,169.8
6,1066,270.47,236
6,1066,270.51,162.6
6,1066,270.55,106.4
6,1066,270.58,75
6,1066,270.62,137.8
6,1066,270.65,90.6
6,1066,270.69,99.8
6,1066,270.72,229.8
6,1066,270.76,92.8
6,1066,270.8,136.4
6,1066,270.83,156.4
6,1066,270.87,103.4
6,1066,270.9,61
6,1066,270.94,95.2
6,1066,270.97,85.6
6,1066,271.01,187.4
6,1066,271.05,133.6
6,1066,271.08,170.8
6,1066,271.12,61.6
6,1066,271.15,152
6,1066,271.19,191.6
6,1066,271.22,154.6
6,1066,271.26,102.6
6,1066,271.3,102.6
6,1066,271.33,92.6
6,1066,271.37,96.2
6,1066,271.4,24.8
6,1066,271.44,82.6
6,1066,271.47,140.4
6,1066,271.51,120.4
6,1066,271.55,45.8
6,1066,271.58,216.6
6,1066,271.62,159.8
6,1066,271.65,78.6
6,1066,271.69,178.6
6,1066,271.72,208.8
6,1066,271.76,84.6
6,1066,271.79,104.4
6,1066,271.83,38.4
6,1066,271.87,47.6
6,1066,271.9,141
6,1066,271.94,113.2
6,1066,271.97,116
6,1066,272.01,167
6,1066,272.04,73.8
6,1066,272.08,74.6
6,1066,272.11,151.6
6,1066,272.15,112.8
6,1066,272.19,173.4
6,1066,272.22,146.8
6,1066,272.26,129
6,1066,272.29,121.2
6,1066,272.33,141.2
6,1066,272.36,81.8
6,1066,272.4,92.2
